               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 163,            0.018809,            0.005011,                   0,             0.98027,             0.99661,             0.99414,             0.81302,            0.014414,           0.0028445,                   0,           0.0035848,           0.0035848,           0.0035848
                 164,            0.017713,           0.0051192,                   0,             0.98027,             0.99649,              0.9938,             0.81421,            0.014073,           0.0028369,                   0,           0.0035452,           0.0035452,           0.0035452
                 165,            0.017527,           0.0046017,                   0,             0.98027,             0.99672,             0.99348,             0.81742,            0.013746,           0.0028196,                   0,           0.0035056,           0.0035056,           0.0035056
                 166,            0.017605,           0.0049656,                   0,             0.98575,             0.99133,             0.99427,             0.81107,            0.014009,            0.002848,                   0,            0.003466,            0.003466,            0.003466
                 167,            0.018425,            0.005061,                   0,             0.97954,             0.99427,              0.9943,             0.78201,            0.015455,           0.0029254,                   0,           0.0034264,           0.0034264,           0.0034264
                 168,             0.01726,           0.0050637,                   0,             0.98238,             0.99713,             0.99424,             0.78249,            0.015536,           0.0029523,                   0,           0.0033868,           0.0033868,           0.0033868
                 169,            0.018773,           0.0050781,                   0,             0.98299,             0.99325,             0.99312,              0.7828,             0.01559,            0.002915,                   0,           0.0033472,           0.0033472,           0.0033472
                 170,             0.01777,           0.0046429,                   0,             0.98022,             0.99411,             0.99348,             0.80367,            0.014335,           0.0028472,                   0,           0.0033076,           0.0033076,           0.0033076
                 171,             0.01703,           0.0047487,                   0,                0.98,             0.99427,             0.99369,              0.8184,            0.013656,           0.0028154,                   0,            0.003268,            0.003268,            0.003268
                 172,            0.017749,           0.0046786,                   0,             0.97752,             0.99679,             0.99352,             0.81386,            0.013767,           0.0028183,                   0,           0.0032284,           0.0032284,           0.0032284
                 173,            0.017754,            0.004809,                   0,             0.98298,             0.99286,             0.99365,             0.81083,            0.013937,           0.0028153,                   0,           0.0031888,           0.0031888,           0.0031888
                 174,            0.018351,           0.0050272,                   0,             0.98221,              0.9914,             0.99356,             0.80939,            0.014411,           0.0028433,                   0,           0.0031492,           0.0031492,           0.0031492
                 175,            0.017368,           0.0048427,                   0,             0.98299,             0.99322,              0.9935,             0.80543,             0.01419,           0.0028035,                   0,           0.0031096,           0.0031096,           0.0031096
                 176,            0.017569,           0.0050394,                   0,             0.98298,              0.9931,             0.99337,             0.81302,             0.01361,           0.0027859,                   0,             0.00307,             0.00307,             0.00307
                 177,            0.017815,           0.0046427,                   0,             0.98157,              0.9914,             0.99353,             0.80749,            0.014143,           0.0028035,                   0,           0.0030304,           0.0030304,           0.0030304
                 178,            0.017986,           0.0049958,                   0,              0.9793,             0.99427,             0.99394,             0.81806,            0.013594,           0.0027878,                   0,           0.0029908,           0.0029908,           0.0029908
                 179,            0.017823,           0.0048123,                   0,             0.98298,              0.9932,             0.99424,             0.81337,            0.013807,           0.0028107,                   0,           0.0029512,           0.0029512,           0.0029512
                 180,            0.017496,           0.0050961,                   0,             0.98299,             0.99327,             0.99427,             0.80427,            0.014293,           0.0028182,                   0,           0.0029116,           0.0029116,           0.0029116
                 181,            0.017774,           0.0050784,                   0,             0.98233,              0.9914,             0.99445,             0.80723,            0.013914,           0.0027821,                   0,            0.002872,            0.002872,            0.002872
                 182,            0.017051,            0.004729,                   0,             0.98227,              0.9914,             0.99442,             0.80941,            0.013839,           0.0028107,                   0,           0.0028324,           0.0028324,           0.0028324
                 183,            0.016553,            0.004583,                   0,             0.98298,             0.99301,             0.99421,             0.81242,            0.013952,           0.0028019,                   0,           0.0027928,           0.0027928,           0.0027928
                 184,            0.016677,           0.0044443,                   0,              0.9796,             0.99427,              0.9939,             0.81303,            0.014031,           0.0027879,                   0,           0.0027532,           0.0027532,           0.0027532
                 185,            0.017982,           0.0047829,                   0,             0.98298,             0.99302,             0.99405,             0.79971,            0.014407,           0.0028091,                   0,           0.0027136,           0.0027136,           0.0027136
                 186,            0.016943,           0.0047385,                   0,             0.97963,             0.99427,             0.99445,             0.80895,            0.013927,           0.0027681,                   0,            0.002674,            0.002674,            0.002674
                 187,            0.017152,           0.0044609,                   0,             0.98282,              0.9914,             0.99465,             0.82307,            0.013603,           0.0027445,                   0,           0.0026344,           0.0026344,           0.0026344
                 188,            0.017803,           0.0052085,                   0,             0.98299,             0.99335,             0.99448,             0.81928,            0.013864,            0.002758,                   0,           0.0025948,           0.0025948,           0.0025948
                 189,            0.016361,           0.0049725,                   0,             0.97954,             0.99427,             0.99421,             0.82595,            0.013515,           0.0027768,                   0,           0.0025552,           0.0025552,           0.0025552
                 190,            0.016822,           0.0051326,                   0,             0.97958,             0.99427,             0.99388,             0.80955,            0.013888,           0.0027977,                   0,           0.0025156,           0.0025156,           0.0025156
                 191,             0.01653,           0.0050603,                   0,             0.97949,             0.99427,             0.99379,              0.8237,            0.013582,           0.0027481,                   0,            0.002476,            0.002476,            0.002476
                 192,            0.016857,           0.0048283,                   0,             0.98298,             0.99321,             0.99366,              0.8236,            0.013142,           0.0027084,                   0,           0.0024364,           0.0024364,           0.0024364
                 193,            0.016152,           0.0044583,                   0,             0.97974,             0.99427,             0.99363,             0.82516,            0.013026,           0.0026985,                   0,           0.0023968,           0.0023968,           0.0023968
                 194,             0.01676,           0.0048664,                   0,             0.97969,             0.99427,             0.99331,             0.82224,            0.013443,           0.0027167,                   0,           0.0023572,           0.0023572,           0.0023572
                 195,            0.016989,           0.0049597,                   0,             0.98299,             0.99357,             0.99344,               0.818,            0.013489,           0.0026965,                   0,           0.0023176,           0.0023176,           0.0023176
                 196,            0.015943,           0.0046678,                   0,             0.98018,             0.99427,              0.9937,             0.83124,            0.013038,           0.0026736,                   0,            0.002278,            0.002278,            0.002278
                 197,            0.015866,           0.0045469,                   0,             0.97999,             0.99427,             0.99392,             0.82835,            0.013126,           0.0027026,                   0,           0.0022384,           0.0022384,           0.0022384
                 198,            0.016535,            0.004916,                   0,             0.98003,             0.99427,             0.99382,             0.81726,            0.013503,           0.0027314,                   0,           0.0021988,           0.0021988,           0.0021988
                 199,            0.016903,            0.004918,                   0,             0.97935,             0.99427,             0.99409,             0.82189,            0.013612,           0.0027491,                   0,           0.0021592,           0.0021592,           0.0021592
                 200,            0.015363,           0.0046347,                   0,             0.98298,             0.99295,             0.99406,             0.82214,            0.013394,           0.0027349,                   0,           0.0021196,           0.0021196,           0.0021196
                 201,            0.016143,           0.0045831,                   0,             0.98298,             0.99317,             0.99394,             0.82553,            0.013336,           0.0027109,                   0,             0.00208,             0.00208,             0.00208
                 202,            0.016709,           0.0044971,                   0,             0.97949,             0.99427,             0.99391,             0.82839,            0.013122,           0.0026814,                   0,           0.0020404,           0.0020404,           0.0020404
                 203,             0.01633,           0.0047815,                   0,             0.98298,             0.99297,             0.99387,             0.81889,            0.013272,            0.002692,                   0,           0.0020008,           0.0020008,           0.0020008
                 204,            0.015681,           0.0045626,                   0,             0.98233,              0.9914,             0.99402,             0.82413,            0.013039,           0.0026856,                   0,           0.0019612,           0.0019612,           0.0019612
                 205,            0.015934,           0.0047506,                   0,             0.98234,              0.9914,             0.99393,             0.82769,            0.013117,           0.0026851,                   0,           0.0019216,           0.0019216,           0.0019216
                 206,            0.016307,           0.0047382,                   0,             0.98247,              0.9914,             0.99381,             0.82175,            0.013298,            0.002698,                   0,            0.001882,            0.001882,            0.001882
                 207,             0.01572,           0.0045241,                   0,             0.97948,             0.99427,             0.99403,             0.83367,            0.012949,           0.0026823,                   0,           0.0018424,           0.0018424,           0.0018424
                 208,            0.015646,           0.0051288,                   0,             0.97966,             0.99427,             0.99396,             0.82683,             0.01322,           0.0026789,                   0,           0.0018028,           0.0018028,           0.0018028
                 209,            0.015952,           0.0042935,                   0,             0.98298,             0.99312,             0.99372,             0.82355,            0.013477,           0.0026952,                   0,           0.0017632,           0.0017632,           0.0017632
                 210,            0.017368,           0.0048338,                   0,             0.98298,             0.99295,             0.99366,              0.8297,            0.013087,           0.0026576,                   0,           0.0017236,           0.0017236,           0.0017236
                 211,            0.016687,           0.0046909,                   0,             0.98053,              0.9914,             0.99355,             0.83052,            0.013112,            0.002659,                   0,            0.001684,            0.001684,            0.001684
                 212,            0.016247,           0.0048609,                   0,             0.98015,             0.99427,             0.99373,             0.82683,            0.013293,           0.0026598,                   0,           0.0016444,           0.0016444,           0.0016444
                 213,            0.016728,           0.0046468,                   0,             0.98009,             0.99427,             0.99389,             0.83795,            0.012954,           0.0026436,                   0,           0.0016048,           0.0016048,           0.0016048
                 214,            0.015585,           0.0044553,                   0,             0.97971,             0.99427,               0.994,             0.83186,            0.012674,           0.0026421,                   0,           0.0015652,           0.0015652,           0.0015652
                 215,            0.015724,           0.0044433,                   0,             0.97968,             0.99427,              0.9943,              0.8334,            0.012652,           0.0026365,                   0,           0.0015256,           0.0015256,           0.0015256
                 216,            0.015938,            0.004666,                   0,             0.97962,             0.99427,             0.99421,             0.83461,            0.012909,            0.002615,                   0,            0.001486,            0.001486,            0.001486
                 217,            0.015805,           0.0042624,                   0,             0.97989,             0.99427,             0.99427,             0.83372,            0.012733,           0.0026161,                   0,           0.0014464,           0.0014464,           0.0014464
                 218,             0.01577,           0.0046729,                   0,             0.97752,             0.99681,             0.99424,             0.82941,            0.012683,           0.0026332,                   0,           0.0014068,           0.0014068,           0.0014068
                 219,            0.015227,           0.0041181,                   0,               0.983,             0.99415,             0.99412,             0.83138,            0.012608,           0.0026352,                   0,           0.0013672,           0.0013672,           0.0013672
                 220,            0.016231,           0.0046349,                   0,             0.98299,             0.99342,             0.99401,             0.83477,            0.012676,           0.0026216,                   0,           0.0013276,           0.0013276,           0.0013276
                 221,            0.015088,           0.0043177,                   0,             0.98298,             0.99309,             0.99403,             0.83058,             0.01258,            0.002613,                   0,            0.001288,            0.001288,            0.001288
                 222,            0.014861,           0.0043116,                   0,             0.97752,             0.99686,             0.99403,             0.82917,            0.012748,           0.0026105,                   0,           0.0012484,           0.0012484,           0.0012484
                 223,            0.015846,           0.0047403,                   0,             0.98297,             0.99255,             0.99403,             0.83366,             0.01272,           0.0026052,                   0,           0.0012088,           0.0012088,           0.0012088
                 224,            0.015082,           0.0044359,                   0,             0.98298,             0.99313,             0.99396,             0.84095,            0.012339,           0.0025911,                   0,           0.0011692,           0.0011692,           0.0011692
                 225,            0.014979,           0.0046698,                   0,             0.98299,             0.99377,             0.99396,             0.83241,            0.012561,            0.002599,                   0,           0.0011296,           0.0011296,           0.0011296
                 226,            0.015097,           0.0043545,                   0,              0.9796,             0.99427,             0.99387,             0.84312,            0.012207,           0.0025826,                   0,             0.00109,             0.00109,             0.00109
                 227,            0.015948,           0.0044658,                   0,             0.97955,             0.99427,             0.99381,             0.83858,            0.012385,           0.0025799,                   0,           0.0010504,           0.0010504,           0.0010504
                 228,            0.014493,            0.004322,                   0,               0.983,             0.99391,             0.99385,             0.83677,            0.012324,           0.0025804,                   0,           0.0010108,           0.0010108,           0.0010108
                 229,            0.015081,           0.0045488,                   0,             0.98299,             0.99348,             0.99394,             0.83303,            0.012475,           0.0025958,                   0,           0.0009712,           0.0009712,           0.0009712
                 230,            0.015437,           0.0042561,                   0,             0.98298,             0.99294,             0.99396,             0.83465,            0.012221,            0.002586,                   0,           0.0009316,           0.0009316,           0.0009316
                 231,            0.015487,            0.004453,                   0,             0.97921,             0.99427,             0.99387,             0.83726,            0.012303,            0.002589,                   0,            0.000892,            0.000892,            0.000892
                 232,            0.016142,           0.0045283,                   0,              0.9794,             0.99427,             0.99388,             0.84413,            0.012216,           0.0025826,                   0,           0.0008524,           0.0008524,           0.0008524
                 233,            0.015171,           0.0047401,                   0,             0.98022,             0.99427,             0.99393,             0.83893,            0.012419,           0.0025953,                   0,           0.0008128,           0.0008128,           0.0008128
                 234,            0.015609,           0.0046562,                   0,             0.98016,             0.99427,             0.99399,             0.83978,            0.012227,           0.0025899,                   0,           0.0007732,           0.0007732,           0.0007732
                 235,            0.015069,            0.004496,                   0,             0.97949,             0.99427,             0.99396,             0.83864,            0.012451,           0.0025961,                   0,           0.0007336,           0.0007336,           0.0007336
                 236,             0.01469,           0.0043902,                   0,             0.98022,             0.99427,              0.9939,             0.83732,            0.012475,           0.0025946,                   0,            0.000694,            0.000694,            0.000694
                 237,            0.015561,           0.0045896,                   0,             0.98299,              0.9935,             0.99405,               0.838,            0.012308,           0.0025851,                   0,           0.0006544,           0.0006544,           0.0006544
                 238,            0.015129,           0.0047512,                   0,             0.98299,              0.9935,             0.99406,             0.83689,            0.012174,           0.0025762,                   0,           0.0006148,           0.0006148,           0.0006148
                 239,            0.014609,           0.0043519,                   0,             0.97751,             0.99633,             0.99398,             0.83491,             0.01234,           0.0025844,                   0,           0.0005752,           0.0005752,           0.0005752
                 240,            0.015343,           0.0048246,                   0,             0.97751,             0.99647,             0.99398,               0.835,            0.012426,           0.0025876,                   0,           0.0005356,           0.0005356,           0.0005356
                 241,            0.015033,           0.0044819,                   0,             0.98298,             0.99267,             0.99403,             0.84217,            0.012151,           0.0025716,                   0,            0.000496,            0.000496,            0.000496
                 242,            0.013785,           0.0041453,                   0,             0.98297,             0.99259,             0.99412,             0.83762,            0.012145,           0.0025756,                   0,           0.0004564,           0.0004564,           0.0004564
                 243,            0.014671,           0.0047004,                   0,             0.98297,             0.99246,             0.99414,             0.83926,            0.012115,            0.002578,                   0,           0.0004168,           0.0004168,           0.0004168
                 244,            0.014266,           0.0044093,                   0,             0.98299,             0.99364,             0.99409,              0.8392,            0.012088,           0.0025754,                   0,           0.0003772,           0.0003772,           0.0003772
                 245,            0.015883,           0.0046822,                   0,             0.97752,             0.99659,             0.99418,              0.8439,            0.011853,            0.002568,                   0,           0.0003376,           0.0003376,           0.0003376
                 246,            0.016375,           0.0047172,                   0,             0.97752,              0.9966,             0.99415,             0.84384,            0.011819,           0.0025631,                   0,            0.000298,            0.000298,            0.000298
                 247,            0.013872,           0.0043746,                   0,             0.98574,              0.9904,             0.99417,             0.83986,            0.011991,           0.0025655,                   0,           0.0002584,           0.0002584,           0.0002584
                 248,             0.01482,           0.0045901,                   0,             0.97752,             0.99661,             0.99412,             0.84624,            0.011779,           0.0025512,                   0,           0.0002188,           0.0002188,           0.0002188
                 249,            0.013863,           0.0044106,                   0,             0.98574,             0.99017,             0.99415,             0.84563,            0.011729,           0.0025481,                   0,           0.0001792,           0.0001792,           0.0001792
